title,content
Thoát phá sản nhờ ý tưởng nuôi hàu trên cạn - Báo VnExpress Kinh doanh,"Công ty General Oyster (GO) đang tiến hành một cuộc cách mạng trong ngành nuôi hàu tại Nhật Bản bằng cách nuôi hàu trên đất liền, sử dụng nước biển sâu để tạo ra ""Hàu biển thứ 8"". Phương pháp này đã được cấp bằng sáng chế và được thiết kế để cung cấp hàu an toàn hơn thông qua việc ngâm trong nước biển sâu để tiêu diệt vi khuẩn. GO hiện đang thử nghiệm thế hệ hàu mới ""Hàu biển thứ 8 2.0"", được nuôi hoàn toàn trên đất liền và hứa hẹn hương vị đặc biệt. Công ty kỳ vọng sẽ tận dụng nguồn nước biển sâu phong phú của Kumejima để phát triển mô hình kinh doanh có lợi nhuận, cung cấp hàu chất lượng cao có nhiều hương vị khác nhau."
Ba thập niên gian khó để chạm mốc 1.000 tỷ USD của Nvidia - Báo VnExpress Kinh doanh,"Nvidia, công ty thành lập cách đây 30 năm, hiện trị giá hơn 1.000 tỷ USD, vượt qua các gã khổng lồ khác như Netflix và Nike. Sự thăng hoa của Nvidia là nhờ nhu cầu tăng vọt về chip máy tính tiên tiến (GPU) phục vụ trí tuệ nhân tạo (AI). Tuy nhiên, nhà đồng sáng lập Jensen Huang tiết lộ rằng nếu biết trước những khó khăn, ông sẽ không thành lập công ty bởi hành trình của Nvidia đầy đau đớn, tổn thương và xấu hổ. Nvidia đã trải qua những biến động lớn trên thị trường chứng khoán, bao gồm cả việc giảm giá cổ phiếu tới 85%. Mặc dù đạt được giá trị kỷ lục, Huang vẫn lo lắng về khả năng phá sản của công ty, vì ông biết rằng thành công có thể kết thúc bất cứ lúc nào nếu không thích nghi với những thay đổi của thị trường. Cấu trúc quản trị không chính thức của Nvidia, với Huang là người ra quyết định cuối cùng và các nhà đồng sáng lập được trao quyền trong phạm vi của mình, đã góp phần vào thành công của công ty."
Charlie Munger - cộng sự hoàn hảo của Warren Buffett - Báo VnExpress Kinh doanh,"Charlie Munger, Phó chủ tịch Berkshire Hathaway, qua đời tại California ở tuổi 99. Là cộng sự lâu năm của Chủ tịch Warren Buffett, Munger đã góp phần biến Berkshire thành một tập đoàn đa ngành trị giá hàng tỷ đô la. Cả hai chia sẻ triết lý đầu tư giá trị, tập trung vào các công ty cơ bản tốt có giá trị thấp. Munger cũng gợi ý nhiều thương vụ mua lại của Berkshire, như BNSF và H.J. Heinz. Munger được biết đến với những nhận xét dí dỏm và thực tế về đầu tư và kinh tế, đóng vai trò như một nhà tâm lý học cho các nhà đầu tư. Ông nhấn mạnh tầm quan trọng của sự hợp lý và cảnh giác với các xu hướng mới. Mặc dù có sự khác biệt về sở thích cá nhân và quan điểm chính trị, Munger và Buffett duy trì mối quan hệ chặt chẽ và hợp tác chặt chẽ tại Berkshire, bổ sung sức mạnh cho nhau. Munger đã để lại di sản về sự hiểu biết sâu sắc về đầu tư và cuộc sống, truyền cảm hứng cho cả các nhà đầu tư và người hâm mộ."
Shein thành gã khổng lồ thời trang nhanh như thế nào - Báo VnExpress Kinh doanh,"Shein, gã khổng lồ thời trang nhanh, đã bí mật nộp hồ sơ IPO tại Mỹ, có thể định giá công ty ở mức 90 tỷ USD. Với doanh thu ước tính 15,7 tỷ USD năm 2021 và thị phần thời trang nhanh 50% tại Mỹ, Shein đang lấy thị phần từ các công ty truyền thống như Gap. Mô hình của Shein bao gồm bán trực tiếp, thuê bên thứ ba sản xuất, và hệ thống sản xuất theo yêu cầu để giảm hàng tồn và chi phí."
Từ thất nghiệp thành CEO công ty 7 tỷ USD - Báo VnExpress Kinh doanh,"Cuộc sống của Zach Reitano đầy biến động, gắn liền với sức khỏe. Sau khi trải qua các vấn đề sức khỏe của gia đình, Reitano đã thành lập Shout, một công ty xếp hàng thuê. Tuy nhiên, công ty đóng cửa sau khi chị gái anh mắc bệnh. Sau đó, Reitano thành lập Ro, một công ty chăm sóc sức khỏe từ xa tập trung vào chứng rối loạn cương dương, giúp phá vỡ rào cản đối với căn bệnh này. Mặc dù đã huy động được hàng tỷ đô la, Ro hiện đang phải đối mặt với thách thức khi mở rộng hoạt động và nhận được một số chỉ trích về phong cách quản lý của Reitano. Sau khi nhận được phản hồi, Reitano đã cải thiện giao tiếp với nhân viên, nhấn mạnh tầm quan trọng của việc tìm kiếm sự thật thông qua tranh luận."
'Cuộc chiến' mới giữa Tesla và Toyota - Báo VnExpress Kinh doanh,"Trước sự cạnh tranh từ xe điện, Toyota vẫn kiên định với chiến lược xe hybrid. Doanh số tăng trưởng 20% của xe hybrid Toyota cho thấy nhu cầu vẫn cao đối với loại xe kết hợp cả động cơ xăng và điện này. Trong khi đó, tốc độ tăng trưởng của xe điện chậm lại, thách thức mục tiêu loại bỏ xe xăng của Tesla. Toyota coi xe hybrid là lựa chọn thực tế hơn cho khách hàng vì giá cả phải chăng, hiệu suất tốt và không gặp phải vấn đề về sạc điện của xe điện. Tesla tiếp tục mở rộng thị phần bằng cách hạ giá xe điện, nhưng Toyota vẫn giữ nguyên giá xe hybrid và cho phép các đại lý tăng giá. Toyota sẽ tiếp tục tăng cường chiến lược xe hybrid bằng cách đưa động cơ hybrid vào Camry thế hệ tiếp theo, hứa hẹn cải thiện chi phí và hiệu suất."
Starbucks thất thế trong cuộc đua cà phê ở Trung Quốc - Báo VnExpress Kinh doanh,"Luckin Coffee đã vượt qua Starbucks để trở thành chuỗi cà phê lớn nhất Trung Quốc về doanh thu và số lượng cửa hàng. Sự hồi sinh của Luckin sau scandal gian lận là nhờ giá sản phẩm thấp hơn, trọng tâm vào giao hàng nhanh và ứng dụng di động. Starbucks vẫn ưu tiên thị trường Trung Quốc nhưng phải đối mặt với sự cạnh tranh ngày càng tăng từ các thương hiệu địa phương như Luckin và Cotti Coffee. Người tiêu dùng Trung Quốc ngày càng ưa chuộng các thương hiệu trong nước, khiến Starbucks phải điều chỉnh các chiến lược và ra mắt nhiều sản phẩm mới."
Các hãng xe Nhật đối mặt bài toán đi hay ở tại Trung Quốc - Báo VnExpress Kinh doanh,"Các hãng xe Nhật như Honda, Nissan và Mitsubishi Motors đang gặp khó khăn tại Trung Quốc với doanh số giảm mạnh, trong khi các đối thủ nội địa như BYD đang trỗi dậy. Toyota báo cảnh báo về tình hình kinh doanh tại Trung Quốc và gần đây đã giảm quy mô hoạt động ở đây. Sự gia tăng xe điện đã làm giảm nhu cầu xe chạy xăng, và các công ty Trung Quốc đang chiếm thị phần lớn hơn trong phân khúc xe điện. Các hãng xe Nhật đang phụ thuộc nhiều hơn vào thị trường Mỹ, nơi doanh số của họ đang tăng mạnh. Tuy nhiên, họ cũng đang cân nhắc tập trung vào các thị trường khác như Đông Nam Á, nơi họ có vị thế vững chắc hơn."
Tham vọng với Miss Universe của 'bà trùm' Thái Lan - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
WeWork - từ trị giá 57 tỷ USD đến bờ vực phá sản - Báo VnExpress Kinh doanh,"Năm 2010, WeWork được thành lập với tầm nhìn tạo ra ""mạng xã hội vật lý"" dành cho người làm việc tự do và tại nhà. WeWork thuê các tòa nhà văn phòng dài hạn, trang hoàng lại và cho thuê không gian linh hoạt cùng các dịch vụ tiện ích.

Năm 2017, SoftBank đầu tư 4,4 tỷ USD vào WeWork, định giá 20 tỷ USD. Đến năm 2018, SoftBank tăng đầu tư lên 10 tỷ USD và mua lại hầu hết cổ phần của các nhà đầu tư khác, đảm bảo quyền kiểm soát của gia đình Neumann.

Tuy nhiên, những nghi vấn về mô hình kinh doanh, sự thua lỗ và nợ nần của WeWork đã nhen nhóm. Năm 2019, họ rút IPO và Neumann từ chức. SoftBank mua lại công ty với giá giảm xuống còn 7 tỷ USD.

Dưới thời giám đốc điều hành mới Sandeep Mathrani, WeWork lên sàn vào năm 2021. Nhưng đại dịch COVID-19 đã làm giảm nhu cầu về không gian làm việc chung.

Năm 2022, WeWork tái cơ cấu nợ với SoftBank và các chủ nợ lớn, nhận thêm vốn đầu tư nhưng vẫn tiếp tục thua lỗ và thiếu tiền mặt. Gần đây, có thông tin cho rằng WeWork đang chuẩn bị nộp đơn phá sản theo Chương 11 để tái cơ cấu nợ nần."
Tham vọng startup trắc trở của Toyota - Báo VnExpress Kinh doanh,"Toyota, từng tham vọng xây dựng một startup công nghệ, đã phải điều chỉnh kế hoạch do chậm trễ trong phát triển phần mềm cho xe hơi. Dự án phần mềm Arene, ban đầu được kỳ vọng trở thành tiêu chuẩn ngành, đã phải lùi lại thời gian ra mắt do tính tham vọng quá mức. Sau thời gian gặp nhiều khó khăn, công ty đã chuyển hướng sang phát triển phần mềm chuyên dụng cho xe Toyota, tập trung vào trải nghiệm trên xe hơi và có khả năng ra mắt sớm hơn. CEO mới của Toyota, Sato, đã giám sát sự chuyển đổi này, đưa Woven Planet trở lại là công ty con của Toyota và bổ nhiệm một giám đốc điều hành người Nhật. Bất chấp những khó khăn, Woven vẫn duy trì tầm nhìn ban đầu của mình, với kế hoạch phát hành một số tính năng của Arene vào năm 2025 và phiên bản hoàn chỉnh vào năm 2026."
Giày Crocs - 'phát minh tồi tệ' kiếm tỷ USD - Báo VnExpress Kinh doanh,"Crocs, đôi giày gây tranh cãi trong hơn 20 năm, đã thành công về mặt thương mại bất chấp những lời chỉ trích về thiết kế ""xấu xí"" của nó. Xuất hiện vào năm 2002, Crocs thu hút người hâm mộ nhờ sự tiện dụng và thoải mái. Tuy nhiên, sự phổ biến của nó tăng lên nhờ những người nổi tiếng ủng hộ và hợp tác với các nhà thiết kế như Christopher Kane và Balenciaga. Sự cá nhân hóa thông qua các phụ kiện Jibbitz cho phép người mang thể hiện bản thân, thúc đẩy sự phổ biến của Crocs. Mặc dù vẫn có những người ghét bỏ, Crocs vẫn tiếp tục tăng trưởng, đạt doanh thu kỷ lục 3,6 tỷ USD năm ngoái và dự kiến đạt 4 tỷ USD vào năm 2023."
Nike chậm chân đổi mới - Báo VnExpress Kinh doanh,"Nike phải đối mặt với sự cạnh tranh ngày càng gia tăng từ các đối thủ Hoka, On và Adidas trong các phân khúc giày chạy bộ và giày thường ngày. Doanh số ở Bắc Mỹ của Nike đã giảm do người tiêu dùng nhạy cảm với giá cả. Trong khi Nike tuyên bố tiếp tục đổi mới, một số người tiêu dùng và nhà phân tích tin rằng tốc độ đổi mới của công ty đang chậm lại. Nike đang nỗ lực cải thiện tiếp thị và phân loại sản phẩm, tập trung vào người chạy bộ hàng ngày và tung ra các sản phẩm giá cả phải chăng hơn như Nike Interact Run. Công ty cũng phải cân bằng giữa việc đáp ứng nhu cầu của khách hàng trẻ về tính độc đáo và tránh lạm dụng các biến thể màu sắc khác nhau của cùng mẫu giày sneaker."
Từ 'trò cười' đến doanh thu tỷ USD của hãng dép Đức - Báo VnExpress Kinh doanh,"Doanh thu của Birkenstock đã tăng gấp đôi trong 3 năm, đạt 1,4 tỷ USD vào năm ngoái. Một nửa doanh số đến từ những người mua trẻ tuổi (20-30 tuổi). Truyền thông mạnh mẽ và xu hướng hậu đại dịch về sự thoải mái đã thúc đẩy thành công của thương hiệu. Birkenstock cũng đã huy động được 1,5 tỷ USD trong IPO, định giá công ty ở mức 9 tỷ USD. Tuy nhiên, thiết kế của giày Birkenstock cũng gây tranh cãi về tính thẩm mỹ. Thương hiệu đã hợp tác với các nhà thiết kế cao cấp và sử dụng chiến lược khan hiếm để nâng cao hình ảnh. Sự phân mảnh nội bộ đã từng diễn ra, dẫn đến nỗ lực tái cơ cấu và đổi mới. Doanh số trực tuyến hiện chiếm 40% doanh thu, và đại dịch đã thúc đẩy sự bùng nổ về doanh số của Birkenstock."
90 năm sóng gió của Air France - Báo VnExpress Kinh doanh,"Air France kỷ niệm 90 năm hoạt động với tình hình tài chính tốt hơn so với những năm trước. Từng gặp khó khăn trong quá khứ, hãng đã dần trở lại sau khi phục hồi từ các cuộc khủng hoảng như sự cạnh tranh với các hãng hàng không khác, tai nạn máy bay, và đại dịch Covid-19. Việc cải thiện mối quan hệ lao động do CEO người Canada Benjamin Smith dẫn đầu đã đóng góp đáng kể vào sự hồi phục này. Sự tập trung vào tinh gọn bộ máy, cải thiện hiệu suất và lựa chọn thương hiệu dựa vào các tiêu chí thực tế đã giúp Air France vượt qua khó khăn và phát triển bền vững hơn."
Cuộc đời chăm chỉ và kín tiếng của ông chủ Zara - Báo VnExpress Kinh doanh,"Amancio Ortega, người sáng lập Inditex (sở hữu Zara và các thương hiệu thời trang khác), là người giàu thứ 14 thế giới với khối tài sản ước tính khoảng 75 tỷ đô la. Ông cực kỳ kín tiếng và câu chuyện thực sự của ông vẫn chưa được kể hết. Ortega xuất thân khiêm tốn và khởi nghiệp từ một xưởng may nhỏ thành công ty thời trang nhanh lớn nhất thế giới. Công thức thành công của ông bao gồm làm việc chăm chỉ, thách thức hiện trạng và kiểm soát chuỗi cung ứng chặt chẽ. Ông đã chuyển giao quyền chủ tịch Inditex vào năm 2011 và hiện đang giám sát đế chế của mình từ quê hương Galicia, đồng thời chuẩn bị để con gái Marta kế thừa di sản của ông. Ortega cũng là một nhà đầu tư bất động sản lớn, sở hữu một danh mục đầu tư toàn cầu gồm các tòa nhà chọc trời, tòa nhà văn phòng và dinh thự."
'Vua đường châu Á' bước sang tuổi 100 - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
BYD - từ hãng pin thành mối đe dọa lớn nhất của Tesla - Báo VnExpress Kinh doanh,"BYD, thành lập năm 1995, ban đầu là nhà sản xuất pin nhưng đã nổi lên trong lĩnh vực xe điện. Họ đã bán hơn 430.000 xe trong quý III năm 2022, đứng thứ hai sau Tesla. BYD dự kiến bán 3,6 triệu xe trong năm nay, đưa họ vào top 10 hãng xe lớn nhất thế giới. Người sáng lập Wang Chuanfu và Phó giám đốc Stella Li đã dẫn dắt sự tăng trưởng của BYD bằng cách áp dụng chiến lược giá thấp, tự sản xuất hầu hết các thành phần và sử dụng lao động thủ công. Nhờ ra mắt xe chạy điện - xăng vào năm 2008, BYD trở thành một trong những công ty đầu tiên cung cấp công nghệ này cho thị trường đại chúng. Công ty tiếp tục mở rộng dòng sản phẩm và hệ thống sản xuất của mình, bao gồm phát triển loại pin Blade mới. BYD cũng đang tập trung vào thị trường nước ngoài và đang trở thành nhà sản xuất xe điện hàng đầu ở nhiều quốc gia, bao gồm cả những thị trường cạnh tranh như châu Âu."
"Ba bài học giúp Microsoft không đi vào vết xe đổ của Kodak, BlackBerry - Báo VnExpress Kinh doanh","Microsoft đặt mục tiêu trở lại thời kỳ hoàng kim bằng chiến lược tập trung vào điện toán đám mây, AI và tái tổ chức. Bài học kinh nghiệm từ hành trình này gồm:

* **Cảnh giác:** Theo dõi các xu hướng công nghệ mới để tránh tụt hậu.
* **Tổng hợp sáng tạo:** Tích hợp công nghệ do người khác tạo ra vào dịch vụ của mình.
* **Kỷ luật từ thị trường chứng khoán:** Đảm bảo sự cân bằng giữa tham vọng của người sáng lập và sự kiểm soát của cổ đông.

Nếu chiến lược AI của Microsoft thành công, công ty có tiềm năng giành lại ngôi vị công ty lớn nhất thế giới từ tay Apple."
Tầm ảnh hưởng chính trị của Elon Musk - Báo VnExpress Kinh doanh,"Elon Musk đã trở thành một thế lực toàn cầu, sử dụng ảnh hưởng công nghệ của mình để can thiệp vào các vấn đề địa chính trị như chiến tranh ở Ukraine và căng thẳng Mỹ-Trung. Tuy nhiên, sự độc lập của Musk so với chính phủ Mỹ khiến ông dễ bị ảnh hưởng bởi Trung Quốc, gây ra lo ngại về quyền lực của ông đối với quan hệ quốc tế."
"Hãng bánh Mỹ từng 2 lần phá sản trước khi đạt giá trị 4,6 tỷ USD - Báo VnExpress Kinh doanh","James Dewar đã tạo ra Twinkies vào năm 1930 trong thời kỳ Đại suy thoái. Mặc dù có vài thay đổi trong thời kỳ Thế chiến II, đến nay công thức vẫn không thay đổi. Doanh số đã tăng trong nhiều thập kỷ, nhưng vào năm 2004, công ty mẹ của Twinkies đã nộp đơn xin phá sản do chế độ ăn kiêng low-carb. Hostess Brands được thành lập năm 2009, nhưng đóng cửa vào năm 2012 do không thỏa thuận được với công đoàn. Sau khi tái cấu trúc, Hostess đã bán một số lượng lớn cổ phần của mình cho Apollo Global Management và Metropoulos & Co. Họ đã kéo dài hạn sử dụng của Twinkies, khiến việc phân phối trở nên ít tốn kém hơn. Năm 2016, Hostess trở lại thị trường chứng khoán sau khi tiếp quản của Gores Holdings. Andy Callahan trở thành CEO năm 2018 và tập trung vào việc hiện đại hóa công ty. Kể từ đó, Hostess đã mua lại các công ty khác, tung ra các sản phẩm mới và đầu tư vào cải tiến sản xuất. Năm 2023, Hostess đã đồng ý bán lại cho J.M. Smucker với giá 4,6 tỷ đô la."
Cách Luckin Coffee vượt Starbucks thành chuỗi cà phê lớn nhất Trung Quốc - Báo VnExpress Kinh doanh,"Tháng 6/2023, Luckin Coffee, chuỗi cà phê Trung Quốc, đã vượt qua Starbucks để trở thành chuỗi cà phê lớn nhất Trung Quốc với 10.829 cửa hàng. Luckin Coffee được thành lập năm 2017 và mở rộng nhanh chóng nhờ mô hình kinh doanh nhượng quyền và tự vận hành, chi phí hoạt động thấp và chiến lược giá bình dân. Ngược lại, Starbucks tự quản lý toàn bộ các cửa hàng và có chi phí vận hành cao hơn. Thị trường cà phê Trung Quốc đang tăng trưởng, với doanh số bán hàng dự kiến sẽ tăng 8,7% mỗi năm từ 2022 đến 2027. Luckin Coffee đã hợp tác với các thương hiệu địa phương và cung cấp các loại đồ uống được địa phương hóa để phù hợp với thị trường Trung Quốc. Mặc dù đã trải qua scandal gian lận kế toán vào năm 2019, Luckin Coffee đã tái cơ cấu và báo lãi lần đầu tiên trong quý II/2022."
Cuộc khủng hoảng tại Volkswagen - Báo VnExpress Kinh doanh,"VW đang phải đối mặt với khó khăn khi bị tụt lại so với các đối thủ xe điện ở Trung Quốc (BYD, Nio) và Mỹ (Tesla). Mặc dù từng là thương hiệu bán chạy nhất Trung Quốc, VW đã mất vị trí này về tay BYD. Công ty này cũng không thể bắt kịp Tesla, hãng dẫn đầu trong đổi mới công nghệ xe hơi tại Mỹ.

Do áp lực tăng cao từ chiến sự Ukraine và suy thoái kinh tế, các thương hiệu xe điện Trung Quốc đang chuyển sang thị trường châu Âu, làm tăng áp lực lên VW và các hãng xe Đức khác.

VW đang thực hiện các động thái để cải thiện vị thế của mình, bao gồm thành lập đối tác mới, cải tổ quản lý và đầu tư vào công nghệ xe điện. Tuy nhiên, các nhà phân tích vẫn nghi ngờ về hiệu quả của các chiến lược này và cho rằng VW có thể cần chia tách sâu hơn.

Những khó khăn của VW cũng phản ánh các thách thức mà Đức đang phải đối mặt trong việc duy trì vị thế dẫn đầu toàn cầu trong ngành xe hơi. Đức phụ thuộc nhiều vào tham vọng công nghiệp hóa của Trung Quốc và đang gặp khó khăn trong quá trình chuyển đổi sang xe điện."
Vì sao các tập đoàn khổng lồ ngày càng khó sụp đổ? - Báo VnExpress Kinh doanh,"Mặc dù công nghệ đang phát triển nhanh chóng, các công ty lớn của Mỹ vẫn vững mạnh. Các gã khổng lồ cũ đang thích nghi với sự thay đổi và đầu tư mạnh vào nghiên cứu và phát triển. Các yếu tố khác góp phần vào sự bền bỉ của họ bao gồm: cơ sở khách hàng lớn, lợi thế về tài chính và khả năng mua lại các công ty khởi nghiệp đổi mới. Ngoài ra, sự suy giảm dân số ở độ tuổi thành lập doanh nghiệp cũng là một yếu tố. Mặc dù đã có sự gia tăng trong số lượng đăng ký doanh nghiệp mới gần đây, nhưng vẫn chưa chắc chắn liệu các công ty khởi nghiệp có thể thách thức sự thống trị của các công ty lớn trong tương lai hay không."
Doanh nghiệp Nhật Bản ngày càng vắng mặt trong nhóm lớn nhất toàn cầu - Báo VnExpress Kinh doanh,"Năm 1995, Nhật Bản thống trị danh sách Global 500 với 149 công ty, trong đó Mitsubishi đứng đầu. Tuy nhiên, đến năm 2023, sự hiện diện của Nhật Bản đã giảm mạnh còn 41 công ty do đồng yen yếu, ít công ty đổi mới và sự trỗi dậy của Trung Quốc. Trung Quốc hiện có 135 công ty trong danh sách, vượt qua Nhật Bản và trở thành nước xuất khẩu ô tô lớn nhất thế giới. Trong khi đó, các công ty Nhật Bản đã bỏ lỡ cơ hội trong lĩnh vực công nghệ do văn hóa đầu tư thận trọng và thiếu động cơ đột phá."
Hãng cà phê đóng gói lớn thứ hai thế giới kiên trì ở lại Nga - Báo VnExpress Kinh doanh,"Tập đoàn JDE Peet, đơn vị sản xuất cà phê đóng gói đứng thứ hai thế giới, quyết định duy trì hoạt động tại Nga sau xung đột Ukraine. Lý do là họ coi cà phê và trà là mặt hàng thiết yếu, có trách nhiệm đối với nhân viên và lo ngại mất thương hiệu. Tuy nhiên, họ phải điều chỉnh chiến lược, loại bỏ thương hiệuJacobs và thay thế bằng Monarch để tránh phản ứng trả đũa từ chính phủ hoặc công chúng Nga. Mặc dù vấp phải sự chỉ trích của nhân viên và người tiêu dùng, JDE Peet's tuyên bố vẫn tuân thủ các biện pháp trừng phạt của phương Tây đối với Nga và đang nỗ lực địa phương hóa hoạt động kinh doanh của mình để giảm thiệt hại về uy tín."
Country Garden - từ vô địch bán nhà đến túng quẫn nợ nần - Báo VnExpress Kinh doanh,"Nhà phát triển bất động sản Trung Quốc Country Garden Holdings đang gặp khó khăn khi doanh số bán nhà giảm mạnh, dẫn đến lo ngại về khả năng vỡ nợ trái phiếu. Mặc dù trước đây từng là một trong những nhà phát triển lớn nhất Trung Quốc, nhưng Country Garden đã giảm xuống vị trí thứ 6 trong số 100 nhà phát triển hàng đầu. Công ty gần đây đã không thanh toán lãi cho hai trái phiếu đáo hạn, cho thấy thanh khoản eo hẹp. Doanh số bán nhà giảm mạnh đã làm gia tăng lo ngại về khả năng Country Garden trả hết nợ trái phiếu đáo hạn trong năm nay trị giá hơn 2,5 tỷ đô la Mỹ. Công ty đang thực hiện các biện pháp như cắt giảm chi phí, đẩy nhanh thu hồi nợ và tìm kiếm hướng dẫn từ chính phủ. Tuy nhiên, với doanh số bán nhà vẫn chậm chạp, Country Garden có thể phải tìm cách kéo dài thời hạn đến hạn nợ hoặc nhận bảo lãnh từ chính quyền địa phương để tránh vỡ nợ."
Startup ngân hàng khởi nguồn đam mê chữ X của Elon Musk - Báo VnExpress Kinh doanh,"Twitter đổi tên thành X và xóa bỏ biểu tượng chim xanh. X sẽ là nền tảng tích hợp nhiều tính năng, bao gồm âm thanh, video, tin nhắn, thanh toán và giao dịch ngân hàng. X.com vốn là một ngân hàng trực tuyến thành lập năm 1999 do Elon Musk và các cộng sự đồng sáng lập, nhưng sau đó sáp nhập với Confinity, công ty chủ quản của PayPal. Musk mua lại tên miền X.com vào năm 2017 và có tầm nhìn biến Twitter thành một ""ứng dụng làm tất cả"" tích hợp các tính năng của Twitter và PayPal."
BlackBerry – cựu vương smartphone thất bại vì niềm tin sai lầm - Báo VnExpress Kinh doanh,"Năm 1984, Mike Lazaridis và Douglas Fregin thành lập RIM, chuyên về các dự án ngẫu nhiên cho đến khi họ trở thành chuyên gia về tin nhắn di động. Họ ra mắt máy nhắn tin 2 chiều đầu tiên vào năm 1996 và BlackBerry 957 năm 1999, được coi là tiền thân của điện thoại thông minh. RIM tiên phong trong việc đưa email vào thiết bị di động, dẫn đến sự bùng nổ của BlackBerry trong doanh nghiệp nhờ bàn phím QWERTY, trackball và bảo mật mạnh mẽ. Tuy nhiên, sự xuất hiện của iPhone vào năm 2007 cùng Android đã làm giảm thị phần của BlackBerry. Dù phản ứng chậm chạp, RIM vẫn đứng đầu thị trường smartphone toàn cầu năm 2009 và đạt đỉnh doanh thu năm 2011, nhưng sau đó liên tục tụt dốc do đánh giá thấp sự thay đổi của thị trường. Năm 2016, TCL mua lại quyền sử dụng thương hiệu BlackBerry, nhưng ngừng sản xuất smartphone vào năm 2020. Hiện tại, BlackBerry tập trung vào mảng an ninh mạng và Internet vạn vật."
Tesla tăng tốc trong cuộc chiến với xe xăng - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
Kodak - cựu vương máy ảnh thất bại vì kỷ nguyên số - Báo VnExpress Kinh doanh,"Năm 2012, hãng máy ảnh Kodak của Mỹ nộp đơn xin phá sản do không nắm bắt được xu hướng máy ảnh kỹ thuật số. Từ những năm 80, Kodak đã nghiên cứu về máy ảnh kỹ thuật số nhưng không nhận ra tiềm năng của nó. Khi nhận ra thì đối thủ đã vượt xa họ, khiến Kodak mất thị trường và vướng vào nợ nần. Kodak cũng đa dạng hóa kinh doanh nhưng không hiệu quả và phải chia nhỏ công ty. Năm 2013, Kodak thoát phá sản và tập trung vào công nghệ in ấn cho doanh nghiệp. Gần đây, Kodak nhận được khoản vay từ chính phủ Mỹ để sản xuất thuốc trong nước. Tuy nhiên, doanh thu của Kodak chỉ còn 10% so với thời kỳ đỉnh cao."
Hãng xe điện Trung Quốc thành nạn nhân của cuộc chiến giá - Báo VnExpress Kinh doanh,"NIO, được mệnh danh là ""sát thủ Tesla"", đang đối mặt với thách thức về doanh số và thanh khoản do cạnh tranh gay gắt trong thị trường xe điện Trung Quốc. Doanh số giảm buộc NIO phải giảm giá và cắt giảm chi tiêu, đồng thời đốt tiền mặt nhiều hơn. Các startup xe điện khác như WM Motor và Letin Auto đã phải dừng sản xuất hoặc nộp đơn phá sản. Thị trường xe điện Trung Quốc đang chậm lại, nhưng các hãng xe lâu đời đang được hỗ trợ bởi lợi nhuận từ dòng xe xăng truyền thống. NIO, XPeng và các hãng xe toàn cầu như Rivian và Lucid đang gặp khó khăn về thanh khoản. Bắc Kinh đang soạn thảo các biện pháp kích thích, nhưng các hãng xe ngoại vẫn khó thành công tại Trung Quốc. Tesla và BYD vẫn thống trị thị trường, trong khi NIO đang cố gắng thu hút khách hàng bằng giá giảm và trạm đổi pin mở rộng."
Elon Musk - Mark Zuckerberg: Cuộc chiến của các tỷ phú - Báo VnExpress Kinh doanh,"Error summarizing content: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]"
CEO nhiều tham vọng của hãng tàu lặn ngắm xác Titanic - Báo VnExpress Kinh doanh,"Stockton Rush, CEO của OceanGate Expeditions, là một trong những người bị mất tích sau khi tàu lặn Titan gặp nạn. OceanGate cung cấp dịch vụ tham quan xác tàu Titanic với chi phí cao, thu hút những du khách giàu có muốn trải nghiệm mạo hiểm. Rush thành lập OceanGate năm 2009 với mục đích mở rộng khả năng tiếp cận và khám phá đáy đại dương. Mặc dù công ty liên tục gặp thách thức và phàn nàn về an toàn, Rush vẫn nhấn mạnh sự đột phá và sẵn sàng chấp nhận rủi ro để đổi lấy phần thưởng. Rush có niềm đam mê mãnh liệt với thám hiểm đáy biển và mong muốn chia sẻ trải nghiệm này với nhiều người."
